############### sp proteins
A0A3B3IS91|PLGRF_HUMAN POLG alternative reading frame OS=Homo sapiens OX=9606 GN=POLG PE=1 SV=2
P0C0S8|H2A1_HUMAN Histone H2A type 1 OS=Homo sapiens OX=9606 GN=H2AC11 PE=1 SV=2
P0C5Z0|H2AB2_HUMAN Histone H2A-Bbd type 2/3 OS=Homo sapiens OX=9606 GN=H2AB2 PE=1 SV=1
P0C7T4|HMSDV_HUMAN Minor histocompatibility protein HMSD variant form OS=Homo sapiens OX=9606 GN=HMSD PE=1 SV=1
P0DI83|NARR_HUMAN Ras-related protein Rab-34, isoform NARR OS=Homo sapiens OX=9606 GN=RAB34 PE=1 SV=1
P0DN86|CGB3_HUMAN Choriogonadotropin subunit beta 3 OS=Homo sapiens OX=9606 GN=CGB3 PE=1 SV=1
P0DP91|ERPG3_HUMAN Chimeric ERCC6-PGBD3 protein OS=Homo sapiens OX=9606 GN=ERCC6 PE=1 SV=1
P0DPB5|RPC22_HUMAN Protein POLR1D, isoform 2 OS=Homo sapiens OX=9606 GN=POLR1D PE=1 SV=1
P0DPQ6|DT3UO_HUMAN DDIT3 upstream open reading frame protein OS=Homo sapiens OX=9606 GN=DDIT3 PE=1 SV=1
P10265|VPK10_HUMAN Endogenous retrovirus group K member 10 Pro protein OS=Homo sapiens OX=9606 GN=ERVK-10 PE=1 SV=2
P12532|KCRU_HUMAN Creatine kinase U-type, mitochondrial OS=Homo sapiens OX=9606 GN=CKMT1A PE=1 SV=1
P16619|CL3L1_HUMAN C-C motif chemokine 3-like 1 OS=Homo sapiens OX=9606 GN=CCL3L1 PE=1 SV=1
P23610|HAP40_HUMAN 40-kDa huntingtin-associated protein OS=Homo sapiens OX=9606 GN=F8A1 PE=1 SV=2
P32969|RL9_HUMAN 60S ribosomal protein L9 OS=Homo sapiens OX=9606 GN=RPL9P9 PE=1 SV=1
P42167|LAP2B_HUMAN Lamina-associated polypeptide 2, isoforms beta/gamma OS=Homo sapiens OX=9606 GN=TMPO PE=1 SV=2
P43356|MAGA2_HUMAN Melanoma-associated antigen 2 OS=Homo sapiens OX=9606 GN=MAGEA2B PE=1 SV=1
P43362|MAGA9_HUMAN Melanoma-associated antigen 9 OS=Homo sapiens OX=9606 GN=MAGEA9B PE=1 SV=1
P47929|LEG7_HUMAN Galectin-7 OS=Homo sapiens OX=9606 GN=LGALS7B PE=1 SV=2
P58400|NRX1B_HUMAN Neurexin-1-beta OS=Homo sapiens OX=9606 GN=NRXN1 PE=1 SV=3
P58401|NRX2B_HUMAN Neurexin-2-beta OS=Homo sapiens OX=9606 GN=NRXN2 PE=1 SV=1
P59665|DEF1_HUMAN Neutrophil defensin 1 OS=Homo sapiens OX=9606 GN=DEFA1B PE=1 SV=1
P60896|SEM1_HUMAN 26S proteasome complex subunit SEM1 OS=Homo sapiens OX=9606 GN=SEM1 PE=1 SV=1
P61566|ENK24_HUMAN Endogenous retrovirus group K member 24 Env polyprotein OS=Homo sapiens OX=9606 GN=ERVK-24 PE=2 SV=1
P61567|ENK7_HUMAN Endogenous retrovirus group K member 7 Env polyprotein OS=Homo sapiens OX=9606 GN=ERVK-7 PE=2 SV=1
P61570|ENK25_HUMAN Endogenous retrovirus group K member 25 Env polyprotein OS=Homo sapiens OX=9606 GN=ERVK-25 PE=3 SV=1
P61571|REC21_HUMAN Endogenous retrovirus group K member 21 Rec protein OS=Homo sapiens OX=9606 GN=ERVK-21 PE=1 SV=1
P61572|REC19_HUMAN Endogenous retrovirus group K member 19 Rec protein OS=Homo sapiens OX=9606 GN=ERVK-19 PE=1 SV=1
P61573|REC9_HUMAN Endogenous retrovirus group K member 9 Rec protein OS=Homo sapiens OX=9606 GN=ERVK-9 PE=1 SV=1
P61575|RECK8_HUMAN Endogenous retrovirus group K member 8 Rec protein OS=Homo sapiens OX=9606 GN=ERVK-8 PE=1 SV=1
P61579|ERK25_HUMAN Endogenous retrovirus group K member 25 Rec protein OS=Homo sapiens OX=9606 GN=ERVK-25 PE=1 SV=1
P61580|NP10_HUMAN Endogenous retrovirus group K member 10 Np9 protein OS=Homo sapiens OX=9606 GN=ERVK-10 PE=1 SV=1
P61581|NP24_HUMAN Endogenous retrovirus group K member 24 Np9 protein OS=Homo sapiens OX=9606 GN=ERVK-24 PE=1 SV=1
P61582|NP7_HUMAN Endogenous retrovirus group K member 7 Np9 protein OS=Homo sapiens OX=9606 GN=ERVK-7 PE=3 SV=1
P61583|NP5_HUMAN Endogenous retrovirus group K member 5 Np9 protein OS=Homo sapiens OX=9606 GN=ERVK-5 PE=3 SV=1
P62683|GAK21_HUMAN Endogenous retrovirus group K member 21 Gag polyprotein OS=Homo sapiens OX=9606 GN=ERVK-21 PE=1 SV=2
P62685|GAK8_HUMAN Endogenous retrovirus group K member 8 Gag polyprotein OS=Homo sapiens OX=9606 GN=ERVK-8 PE=1 SV=2
P62805|H4_HUMAN Histone H4 OS=Homo sapiens OX=9606 GN=H4-16 PE=1 SV=2
P62807|H2B1C_HUMAN Histone H2B type 1-C/E/F/G/I OS=Homo sapiens OX=9606 GN=H2BC10 PE=1 SV=4
P63092|GNAS2_HUMAN Guanine nucleotide-binding protein G(s) subunit alpha isoforms short OS=Homo sapiens OX=9606 GN=GNAS PE=1 SV=1
P63119|VPK21_HUMAN Endogenous retrovirus group K member 21 Pro protein OS=Homo sapiens OX=9606 GN=ERVK-21 PE=3 SV=1
P63120|VPK19_HUMAN Endogenous retrovirus group K member 19 Pro protein OS=Homo sapiens OX=9606 GN=ERVK-19 PE=3 SV=1
P63122|VPK8_HUMAN Endogenous retrovirus group K member 8 Pro protein OS=Homo sapiens OX=9606 GN=ERVK-8 PE=3 SV=1
P63123|VPK18_HUMAN Endogenous retrovirus group K member 18 Pro protein OS=Homo sapiens OX=9606 GN=ERVK-18 PE=3 SV=1
P63125|VPK25_HUMAN Endogenous retrovirus group K member 25 Pro protein OS=Homo sapiens OX=9606 GN=ERVK-25 PE=3 SV=1
P63126|GAK9_HUMAN Endogenous retrovirus group K member 9 Gag polyprotein OS=Homo sapiens OX=9606 GN=ERVK-9 PE=1 SV=2
P63127|VPK9_HUMAN Endogenous retrovirus group K member 9 Pro protein OS=Homo sapiens OX=9606 GN=ERVK-9 PE=3 SV=1
P63129|VPK24_HUMAN Endogenous retrovirus group K member 24 Pro protein OS=Homo sapiens OX=9606 GN=ERVK-24 PE=3 SV=1
P63130|GAK7_HUMAN Endogenous retrovirus group K member 7 Gag polyprotein OS=Homo sapiens OX=9606 GN=ERVK-7 PE=3 SV=2
P63131|VPK7_HUMAN Endogenous retrovirus group K member 7 Pro protein OS=Homo sapiens OX=9606 GN=ERVK-7 PE=3 SV=1
P68431|H31_HUMAN Histone H3.1 OS=Homo sapiens OX=9606 GN=H3C12 PE=1 SV=2
P69905|HBA_HUMAN Hemoglobin subunit alpha OS=Homo sapiens OX=9606 GN=HBA1 PE=1 SV=2
P78358|CTG1B_HUMAN Cancer/testis antigen 1 OS=Homo sapiens OX=9606 GN=CTAG1A PE=1 SV=1
P81534|D103A_HUMAN Beta-defensin 103 OS=Homo sapiens OX=9606 GN=DEFB103A PE=1 SV=2
P84243|H33_HUMAN Histone H3.3 OS=Homo sapiens OX=9606 GN=H3-3A PE=1 SV=2
P84996|ALEX_HUMAN Protein ALEX OS=Homo sapiens OX=9606 GN=GNAS PE=1 SV=1
P87889|GAK10_HUMAN Endogenous retrovirus group K member 10 Gag polyprotein OS=Homo sapiens OX=9606 GN=ERVK-10 PE=1 SV=4
Q02325|PLGB_HUMAN Plasminogen-like protein B OS=Homo sapiens OX=9606 GN=PLGLB1 PE=3 SV=1
Q08AF8|GOG8F_HUMAN Putative golgin subfamily A member 8F/8G OS=Homo sapiens OX=9606 GN=GOLGA8F PE=5 SV=1
Q0WX57|U17LO_HUMAN Ubiquitin carboxyl-terminal hydrolase 17-like protein 24 OS=Homo sapiens OX=9606 GN=USP17L24 PE=1 SV=2
Q13066|GAG2B_HUMAN G antigen 2B/2C OS=Homo sapiens OX=9606 GN=GAGE2B PE=1 SV=1
Q13765|NACA_HUMAN Nascent polypeptide-associated complex subunit alpha OS=Homo sapiens OX=9606 GN=NACA PE=1 SV=1
Q13948|CASP_HUMAN Protein CASP OS=Homo sapiens OX=9606 GN=CUX1 PE=1 SV=2
Q15415|RBY1F_HUMAN RNA-binding motif protein, Y chromosome, family 1 member F/J OS=Homo sapiens OX=9606 GN=RBMY1F PE=1 SV=2
Q16385|SSX2_HUMAN Protein SSX2 OS=Homo sapiens OX=9606 GN=SSX2B PE=1 SV=2
Q16637|SMN_HUMAN Survival motor neuron protein OS=Homo sapiens OX=9606 GN=SMN1 PE=1 SV=1
Q5HYR2|DMRTC_HUMAN Doublesex- and mab-3-related transcription factor C1 OS=Homo sapiens OX=9606 GN=DMRTC1B PE=2 SV=1
Q5JQC4|CT47A_HUMAN Cancer/testis antigen 47A OS=Homo sapiens OX=9606 GN=CT47A12 PE=2 SV=1
Q5JQF8|PAP1M_HUMAN Polyadenylate-binding protein 1-like 2 OS=Homo sapiens OX=9606 GN=PABPC1L2A PE=2 SV=1
Q5TFQ8|SIRBL_HUMAN Signal-regulatory protein beta-1 isoform 3 OS=Homo sapiens OX=9606 GN=SIRPB1 PE=1 SV=1
Q5TZK3|FAM74_HUMAN Protein FAM74A4/A6 OS=Homo sapiens OX=9606 GN=FAM74A4 PE=1 SV=1
Q5VT28|FAM27_HUMAN Protein FAM27A/B/C OS=Homo sapiens OX=9606 GN=FAM27B PE=3 SV=1
Q69383|REC6_HUMAN Endogenous retrovirus group K member 6 Rec protein OS=Homo sapiens OX=9606 GN=ERVK-6 PE=1 SV=1
Q69384|ENK6_HUMAN Endogenous retrovirus group K member 6 Env polyprotein OS=Homo sapiens OX=9606 GN=ERVK-6 PE=1 SV=1
Q6B8I1|DS13A_HUMAN Dual specificity protein phosphatase 13 isoform A OS=Homo sapiens OX=9606 GN=DUSP13 PE=1 SV=1
Q6EEV4|GL1AD_HUMAN DNA-directed RNA polymerase II subunit GRINL1A, isoforms 4/5 OS=Homo sapiens OX=9606 GN=POLR2M PE=1 SV=1
Q6FI13|H2A2A_HUMAN Histone H2A type 2-A OS=Homo sapiens OX=9606 GN=H2AC18 PE=1 SV=3
Q6IEY1|OR4F3_HUMAN Olfactory receptor 4F3/4F16/4F29 OS=Homo sapiens OX=9606 GN=OR4F29 PE=1 SV=1
Q6P1K8|T2H2L_HUMAN General transcription factor IIH subunit 2-like protein OS=Homo sapiens OX=9606 GN=GTF2H2C_2 PE=1 SV=1
Q70YC4|TALAN_HUMAN Talanin OS=Homo sapiens OX=9606 GN=ZNF365 PE=2 SV=2
Q71DI3|H32_HUMAN Histone H3.2 OS=Homo sapiens OX=9606 GN=H3C13 PE=1 SV=3
Q7LDI9|GAK6_HUMAN Endogenous retrovirus group K member 6 Gag polyprotein OS=Homo sapiens OX=9606 GN=ERVK-6 PE=1 SV=3
Q8IU53|CASC2_HUMAN Protein CASC2, isoforms 1/2 OS=Homo sapiens OX=9606 GN=CASC2 PE=4 SV=1
Q8IVW1|ARL17_HUMAN ADP-ribosylation factor-like protein 17 OS=Homo sapiens OX=9606 GN=ARL17A PE=2 SV=2
Q8IZN7|D107A_HUMAN Beta-defensin 107 OS=Homo sapiens OX=9606 GN=DEFB107A PE=2 SV=3
Q8N104|D106A_HUMAN Beta-defensin 106 OS=Homo sapiens OX=9606 GN=DEFB106A PE=1 SV=1
Q8N2E6|TOR2X_HUMAN Prosalusin OS=Homo sapiens OX=9606 GN=TOR2A PE=1 SV=1
Q8N726|ARF_HUMAN Tumor suppressor ARF OS=Homo sapiens OX=9606 GN=CDKN2A PE=1 SV=2
Q8NDB6|FA156_HUMAN Protein FAM156A/FAM156B OS=Homo sapiens OX=9606 GN=FAM156A PE=1 SV=1
Q8NG35|D105A_HUMAN Beta-defensin 105 OS=Homo sapiens OX=9606 GN=DEFB105A PE=2 SV=1
Q8NGT9|OR2A1_HUMAN Olfactory receptor 2A1/2A42 OS=Homo sapiens OX=9606 GN=OR2A1 PE=3 SV=2
Q8NHW4|CC4L_HUMAN C-C motif chemokine 4-like OS=Homo sapiens OX=9606 GN=CCL4L1 PE=1 SV=1
Q8WTQ1|D104A_HUMAN Beta-defensin 104 OS=Homo sapiens OX=9606 GN=DEFB104A PE=1 SV=2
Q902F8|ENK8_HUMAN Endogenous retrovirus group K member 8 Env polyprotein OS=Homo sapiens OX=9606 GN=ERVK-8 PE=1 SV=1
Q96JG8|MAGD4_HUMAN Melanoma-associated antigen D4 OS=Homo sapiens OX=9606 GN=MAGED4B PE=1 SV=3
Q96LI6|HSFY1_HUMAN Heat shock transcription factor, Y-linked OS=Homo sapiens OX=9606 GN=HSFY1 PE=1 SV=1
Q96QH8|LYZL5_HUMAN Sperm acrosome-associated protein 5 OS=Homo sapiens OX=9606 GN=SPACA5B PE=2 SV=1
Q99666|RGPD5_HUMAN RANBP2-like and GRIP domain-containing protein 5/6 OS=Homo sapiens OX=9606 GN=RGPD5 PE=1 SV=3
Q9BQ83|SLX1_HUMAN Structure-specific endonuclease subunit SLX1 OS=Homo sapiens OX=9606 GN=SLX1A PE=1 SV=1
Q9BQY6|WFDC6_HUMAN WAP four-disulfide core domain protein 6 OS=Homo sapiens OX=9606 GN=WFDC6 PE=1 SV=1
Q9BXH1|BBC3_HUMAN Bcl-2-binding component 3, isoforms 1/2 OS=Homo sapiens OX=9606 GN=BBC3 PE=1 SV=1
Q9GZY0|NXF2_HUMAN Nuclear RNA export factor 2 OS=Homo sapiens OX=9606 GN=NXF2B PE=1 SV=1
Q9H195|MUC3B_HUMAN Mucin-3B (Fragments) OS=Homo sapiens OX=9606 GN=MUC3B PE=2 SV=2
Q9H3K6|BOLA2_HUMAN BolA-like protein 2 OS=Homo sapiens OX=9606 GN=BOLA2B PE=1 SV=1
Q9H496|IFG15_HUMAN Torsin-1A-interacting protein 2, isoform IFRG15 OS=Homo sapiens OX=9606 GN=TOR1AIP2 PE=1 SV=1
Q9HC47|CTGE1_HUMAN Cutaneous T-cell lymphoma-associated antigen 1 OS=Homo sapiens OX=9606 GN=CTAGE1 PE=2 SV=1
Q9HD64|XAGE1_HUMAN X antigen family member 1 OS=Homo sapiens OX=9606 GN=XAGE1A PE=1 SV=3
Q9HDB5|NRX3B_HUMAN Neurexin-3-beta OS=Homo sapiens OX=9606 GN=NRXN3 PE=1 SV=4
Q9HDB8|ENK5_HUMAN Endogenous retrovirus group K member 5 Env polyprotein OS=Homo sapiens OX=9606 GN=ERVK-5 PE=2 SV=1
Q9NS26|SPNXA_HUMAN Sperm protein associated with the nucleus on the X chromosome A OS=Homo sapiens OX=9606 GN=SPANXA1 PE=1 SV=1
Q9UBD0|HSFX1_HUMAN Heat shock transcription factor, X-linked OS=Homo sapiens OX=9606 GN=HSFX1 PE=1 SV=1
Q9UEU5|GGE2D_HUMAN G antigen 2D OS=Homo sapiens OX=9606 GN=GAGE2D PE=1 SV=1
Q9UKH3|ENK9_HUMAN Endogenous retrovirus group K member 9 Env polyprotein OS=Homo sapiens OX=9606 GN=ERVK-9 PE=1 SV=1
Q9ULZ0|T53G3_HUMAN TP53-target gene 3 protein OS=Homo sapiens OX=9606 GN=TP53TG3F PE=2 SV=2
Q9Y5P2|CSAG2_HUMAN Chondrosarcoma-associated gene 2/3 protein OS=Homo sapiens OX=9606 GN=CSAG2 PE=1 SV=2
Q9Y6F7|CDY2_HUMAN Testis-specific chromodomain protein Y 2 OS=Homo sapiens OX=9606 GN=CDY2A PE=1 SV=1
Q9Y6F8|CDY1_HUMAN Testis-specific chromodomain protein Y 1 OS=Homo sapiens OX=9606 GN=CDY1B PE=1 SV=1
Q9Y6I0|VPK6_HUMAN Endogenous retrovirus group K member 6 Pro protein OS=Homo sapiens OX=9606 GN=ERVK-6 PE=3 SV=2
Q9YNA8|GAK19_HUMAN Endogenous retrovirus group K member 19 Gag polyprotein OS=Homo sapiens OX=9606 GN=ERVK-19 PE=1 SV=3
A0A024R1R8|A0A024R1R8_HUMAN Coiled-coil domain-containing protein 72 OS=Homo sapiens OX=9606 GN=hCG_2014768 PE=3 SV=1
A0A024RCN7|A0A024RCN7_HUMAN Chromosome 6 open reading frame 48, isoform CRA_a OS=Homo sapiens OX=9606 GN=SNHG32 PE=4 SV=1
A0A075B6H5|A0A075B6H5_HUMAN T cell receptor beta variable 20/OR9-2 (non-functional) (Fragment) OS=Homo sapiens OX=9606 GN=TRBV20OR9-2 PE=4 SV=1
A0A075B6U6|A0A075B6U6_HUMAN T cell receptor alpha variable 8-7 (pseudogene) (Fragment) OS=Homo sapiens OX=9606 GN=TRAV8-7 PE=4 SV=2
A0A075B6U7|A0A075B6U7_HUMAN T cell receptor alpha joining 23 (Fragment) OS=Homo sapiens OX=9606 GN=TRAJ23 PE=4 SV=1
A0A075B6U8|A0A075B6U8_HUMAN T cell receptor alpha joining 12 (Fragment) OS=Homo sapiens OX=9606 GN=TRAJ12 PE=4 SV=1
A0A075B6U9|A0A075B6U9_HUMAN T cell receptor alpha joining 2 (non-functional) (Fragment) OS=Homo sapiens OX=9606 GN=TRAJ2 PE=4 SV=1
A0A075B6V0|A0A075B6V0_HUMAN T cell receptor alpha joining 16 (Fragment) OS=Homo sapiens OX=9606 GN=TRAJ16 PE=4 SV=1
A0A075B6V1|A0A075B6V1_HUMAN T cell receptor alpha joining 43 (Fragment) OS=Homo sapiens OX=9606 GN=TRAJ43 PE=4 SV=1
A0A075B6V2|A0A075B6V2_HUMAN T cell receptor alpha joining 21 (Fragment) OS=Homo sapiens OX=9606 GN=TRAJ21 PE=4 SV=1
A0A075B6V3|A0A075B6V3_HUMAN T cell receptor alpha joining 48 (Fragment) OS=Homo sapiens OX=9606 GN=TRAJ48 PE=4 SV=1
A0A075B6V6|A0A075B6V6_HUMAN T cell receptor delta joining 2 (Fragment) OS=Homo sapiens OX=9606 GN=TRDJ2 PE=4 SV=1
A0A075B6V7|A0A075B6V7_HUMAN T cell receptor alpha joining 26 (Fragment) OS=Homo sapiens OX=9606 GN=TRAJ26 PE=4 SV=1
A0A075B6V8|A0A075B6V8_HUMAN T cell receptor alpha joining 5 (Fragment) OS=Homo sapiens OX=9606 GN=TRAJ5 PE=4 SV=1
A0A075B6V9|A0A075B6V9_HUMAN T cell receptor alpha joining 59 (non-functional) (Fragment) OS=Homo sapiens OX=9606 GN=TRAJ59 PE=4 SV=1
A0A075B6W1|A0A075B6W1_HUMAN T cell receptor delta joining 3 (Fragment) OS=Homo sapiens OX=9606 GN=TRDJ3 PE=4 SV=1
A0A075B6W2|A0A075B6W2_HUMAN T cell receptor alpha joining 52 (Fragment) OS=Homo sapiens OX=9606 GN=TRAJ52 PE=4 SV=1
A0A075B6W3|A0A075B6W3_HUMAN T cell receptor alpha joining 33 (Fragment) OS=Homo sapiens OX=9606 GN=TRAJ33 PE=4 SV=1
A0A075B6W4|A0A075B6W4_HUMAN T cell receptor alpha joining 46 (Fragment) OS=Homo sapiens OX=9606 GN=TRAJ46 PE=4 SV=1
A0A075B6W6|A0A075B6W6_HUMAN T cell receptor alpha joining 27 (Fragment) OS=Homo sapiens OX=9606 GN=TRAJ27 PE=4 SV=1
A0A075B6W7|A0A075B6W7_HUMAN T cell receptor alpha joining 38 (Fragment) OS=Homo sapiens OX=9606 GN=TRAJ38 PE=4 SV=1
A0A075B6W8|A0A075B6W8_HUMAN T cell receptor alpha joining 17 (Fragment) OS=Homo sapiens OX=9606 GN=TRAJ17 PE=4 SV=1
A0A075B6W9|A0A075B6W9_HUMAN T cell receptor alpha joining 53 (Fragment) OS=Homo sapiens OX=9606 GN=TRAJ53 PE=4 SV=1
A0A075B6X0|A0A075B6X0_HUMAN T cell receptor alpha joining 45 (Fragment) OS=Homo sapiens OX=9606 GN=TRAJ45 PE=4 SV=1
A0A075B6X3|A0A075B6X3_HUMAN T cell receptor alpha joining 32 (Fragment) OS=Homo sapiens OX=9606 GN=TRAJ32 PE=4 SV=1
A0A075B6X4|A0A075B6X4_HUMAN T cell receptor alpha joining 28 (Fragment) OS=Homo sapiens OX=9606 GN=TRAJ28 PE=4 SV=1
A0A075B6X7|A0A075B6X7_HUMAN T cell receptor alpha joining 50 (Fragment) OS=Homo sapiens OX=9606 GN=TRAJ50 PE=4 SV=1
A0A075B6X8|A0A075B6X8_HUMAN T cell receptor alpha joining 44 (Fragment) OS=Homo sapiens OX=9606 GN=TRAJ44 PE=4 SV=1
A0A075B6X9|A0A075B6X9_HUMAN T cell receptor alpha joining 18 (Fragment) OS=Homo sapiens OX=9606 GN=TRAJ18 PE=4 SV=1
A0A075B6Y0|A0A075B6Y0_HUMAN T cell receptor alpha joining 49 (Fragment) OS=Homo sapiens OX=9606 GN=TRAJ49 PE=4 SV=1
A0A075B6Y1|A0A075B6Y1_HUMAN T cell receptor alpha joining 30 (Fragment) OS=Homo sapiens OX=9606 GN=TRAJ30 PE=4 SV=1
A0A075B6Y2|A0A075B6Y2_HUMAN T cell receptor alpha joining 35 (non-functional) (Fragment) OS=Homo sapiens OX=9606 GN=TRAJ35 PE=4 SV=1
A0A075B6Y4|A0A075B6Y4_HUMAN T cell receptor alpha joining 19 (non-functional) (Fragment) OS=Homo sapiens OX=9606 GN=TRAJ19 PE=4 SV=1
A0A075B6Y5|A0A075B6Y5_HUMAN T cell receptor alpha joining 47 (Fragment) OS=Homo sapiens OX=9606 GN=TRAJ47 PE=4 SV=1
A0A075B6Y8|A0A075B6Y8_HUMAN T cell receptor alpha joining 11 (Fragment) OS=Homo sapiens OX=9606 GN=TRAJ11 PE=4 SV=1
A0A075B6Z0|A0A075B6Z0_HUMAN T cell receptor alpha joining 22 (Fragment) OS=Homo sapiens OX=9606 GN=TRAJ22 PE=4 SV=1
A0A075B6Z1|A0A075B6Z1_HUMAN T cell receptor alpha joining 20 (Fragment) OS=Homo sapiens OX=9606 GN=TRAJ20 PE=4 SV=1
A0A075B6Z2|A0A075B6Z2_HUMAN T cell receptor alpha joining 56 (Fragment) OS=Homo sapiens OX=9606 GN=TRAJ56 PE=4 SV=1
A0A075B6Z3|A0A075B6Z3_HUMAN T cell receptor alpha joining 6 (Fragment) OS=Homo sapiens OX=9606 GN=TRAJ6 PE=4 SV=1
A0A075B6Z4|A0A075B6Z4_HUMAN T cell receptor delta joining 4 (Fragment) OS=Homo sapiens OX=9606 GN=TRDJ4 PE=4 SV=1
A0A075B6Z5|A0A075B6Z5_HUMAN T cell receptor alpha joining 4 (Fragment) OS=Homo sapiens OX=9606 GN=TRAJ4 PE=4 SV=1
A0A075B6Z8|A0A075B6Z8_HUMAN T cell receptor alpha joining 25 (non-functional) (Fragment) OS=Homo sapiens OX=9606 GN=TRAJ25 PE=4 SV=1
A0A075B6Z9|A0A075B6Z9_HUMAN T cell receptor alpha joining 24 (Fragment) OS=Homo sapiens OX=9606 GN=TRAJ24 PE=4 SV=2
A0A075B702|A0A075B702_HUMAN T cell receptor alpha joining 41 (Fragment) OS=Homo sapiens OX=9606 GN=TRAJ41 PE=4 SV=1
A0A075B704|A0A075B704_HUMAN T cell receptor alpha joining 57 (Fragment) OS=Homo sapiens OX=9606 GN=TRAJ57 PE=4 SV=1
A0A075B708|A0A075B708_HUMAN T cell receptor alpha joining 61 (non-functional) (Fragment) OS=Homo sapiens OX=9606 GN=TRAJ61 PE=4 SV=1
